MW,Sv,Se,Sp,Si,nAT,nBT,nBM,nDB,nAB,nHM,nHet,totalcharge,nCIR,MCD,NRS,NNRS,D/Dtr05,D/Dtr06,Ges,Hy,NAME,Type
370.81,28.417,42.022,29.017,45.685,41,43,16,4,12,1,7,0,4,0.615,2,0.667,0,231.756,24,0.974,462,fda
371.35,29.25,48.102,31.569,54.658,48,48,12,0,12,2,7,0,3,0.75,3,1,0,234.132,18,-0.26,1965,fda
371.43,30.379,48.894,31.142,54.279,48,50,14,4,10,0,8,0,4,0.556,2,0.667,51.463,151.345,25,-0.272,261,fda
371.431,29.443,43.022,41.602,47.823,43,44,9,3,6,2,9,0,4,0.52,2,0.667,59.766,85.055,19,1.084,880,fda
371.47,28.401,43.862,29.404,48.903,43,46,18,2,15,1,10,0,5,0.692,3,0.75,130.739,72.87,24,-0.18,789,fda
371.84,29.449,44.687,30.534,49.017,44,47,17,0,17,1,6,0,15,0.808,1,0.2,38.929,137.863,25,-0.76,562,fda
371.85,24.232,34.626,25.034,36.777,33,35,15,4,11,3,10,0,4,0.652,2,0.667,51.15,130.347,22,0.493,2922,fda
371.91,30.391,48.112,32.194,54.382,48,51,10,4,6,1,7,0,5,0.808,3,0.75,60.653,256.442,24,-0.722,2058,fda
371.98,29.83,49.963,32.569,56.76,50,51,12,2,10,2,7,0,4,0.625,2,0.667,51.376,128.446,20,0.337,187,fda
372.4,30.272,48.127,30.796,52.618,47,49,14,2,12,0,7,0,4,0.593,2,0.667,0,221.781,27,-0.733,2319,fda
372.5,32.949,55.007,34.932,61.86,55,58,5,5,0,0,5,0,10,0.63,1,0.25,39.025,132.569,27,0.194,277,fda
372.518,30.273,40.88,51.847,45.254,41,42,9,3,6,2,8,0,4,0.542,2,0.667,56.455,80.865,19,-0.219,1737,fda
372.55,34.288,58.447,37,66.481,59,62,4,4,0,0,4,0,10,0.63,1,0.25,41.087,139.807,27,-0.843,1268,fda
372.61,35.428,61.879,38.864,71.474,63,66,3,3,0,0,4,0,10,0.63,1,0.25,40.806,138.816,25,0.157,49,fda
372.94,31.105,54.207,33.347,61.591,54,53,8,2,6,1,7,0,1,0.24,1,1,0,94.204,23,1.005,1101,fda
373.39,30.084,43.916,30.404,47.824,43,46,24,1,23,0,7,0,4,0.821,4,1,75.077,270.605,26,0.917,290,fda
373.48,30.004,46.509,31.568,51.538,46,49,13,2,11,1,6,0,5,0.692,3,0.75,61.465,156.797,25,-0.76,84,fda
373.91,31.315,50.011,33.364,56.053,50,51,14,2,12,1,5,0,6,0.577,1,0.333,0,98.274,24,-0.37,682,fda
373.96,32.654,53.451,35.432,60.674,54,55,13,1,12,1,4,0,3,0.692,3,1,0,265.672,21,-0.408,1077,fda
374.37,29.46,46.571,29.489,50.412,45,47,14,2,12,0,8,0,4,0.593,2,0.667,0,218.137,26,0.304,2404,fda
374.38,28.943,49.993,28.92,54.661,48,50,3,3,0,0,10,0,4,0.615,2,0.667,0,211.195,26,2.672,1059,fda
374.4,27.68,41.545,27.955,44.664,40,42,17,5,12,1,9,0,4,0.615,2,0.667,0,212.327,23,0.365,1952,fda
374.49,32.058,50.007,33.58,56.521,50,53,18,1,16,0,7,0,5,0.75,3,0.75,59.447,275.427,26,0.917,2214,fda
374.52,33.476,56.891,35.693,64.275,57,60,4,4,0,0,5,0,10,0.63,1,0.25,39.224,130.963,26,0.872,305,fda
375.39,30.432,43.851,30.881,47.918,43,46,24,1,23,0,5,0,5,0.786,3,0.75,0,315.701,26,-0.394,2378,fda
375.411,29.674,39.927,41.625,43.783,40,41,21,3,18,2,8,0,3,0.692,3,1,0,275.099,18,-0.256,2119,fda
375.44,30.575,49.963,31.387,55.824,49,52,9,3,6,0,8,0,5,0.704,3,0.75,0,207.518,26,0.304,121,fda
375.9,30.983,49.196,32.847,55.183,49,51,13,1,12,1,5,0,3,0.692,3,1,0,296.135,19,-0.37,412,fda
376.16,23.361,37.498,26.33,42.832,38,39,6,0,6,2,4,0,2,0.667,2,1,0,121.62,16,0.374,2085,fda
376.29,27.8,44.956,29.193,50.293,44,43,13,1,12,2,8,0,2,0.5,2,1,0,163.927,20,1.86,1528,fda
376.36,28.552,43.792,28.279,47.965,42,46,10,4,6,0,8,0,11,0.667,2,0.4,53.258,274.994,17,-0.272,2488,fda
376.381,29.566,39.16,41.278,42.122,39,41,20,2,18,2,7,0,5,0.808,3,0.75,47.917,207.697,20,-0.294,2507,fda
376.45,31.444,48.458,32.478,53.943,48,50,20,2,18,0,7,0,3,0.643,3,1,0,332.871,25,1.662,21,fda
376.45,31.126,51.887,32.114,57.82,51,52,13,2,11,0,8,0,4,0.519,2,0.667,77.479,57.071,21,3.411,1982,fda
376.51,33.145,56.076,35.176,63.405,56,59,4,4,0,0,5,0,10,0.63,1,0.25,38.752,128.914,27,0.194,1877,fda
376.51,33.145,56.076,35.176,63.405,56,59,4,4,0,0,5,0,10,0.63,1,0.25,38.922,131.835,27,0.194,1977,fda
376.53,34.52,55.352,37.023,62.441,56,60,13,1,12,0,3,0,11,0.821,2,0.4,50.251,228.25,26,-0.465,1178,fda
376.64,36.68,65.654,40.591,75.932,67,70,1,1,0,0,3,0,10,0.63,1,0.25,41.087,139.807,26,0.121,1097,fda
377.4,29.385,46.451,29.591,51.67,45,47,14,2,12,0,8,0,3,0.667,3,1,0,285.367,22,-0.272,2556,fda
377.51,30.379,49.527,32.097,55.404,49,50,15,3,12,1,8,0,3,0.654,3,1,62.185,142.323,23,1.012,465,fda
377.9,31.03,50.338,32.818,56.262,50,54,7,1,6,1,6,0,25,0.808,2,0.333,24.513,129.801,24,0.251,511,fda
378.13,22.549,35.942,25.023,40.626,36,37,6,0,6,2,5,0,2,0.667,2,1,0,121.837,16,2.05,1989,fda
378.38,28.141,53.742,27.807,59.12,51,50,0,0,0,0,13,0,2,0.48,2,1,0,157.033,12,9.79,1089,fda
378.46,32.17,50.349,33.443,55.986,50,52,19,1,18,0,6,0,3,0.643,3,1,0,310.427,17,-0.358,506,fda
378.52,32.992,57.211,34.944,64.856,57,57,9,3,6,0,7,0,1,0.222,1,1,0,114.917,23,0.945,2525,fda
378.56,34.848,57.229,37.58,65.228,58,61,13,1,12,0,4,0,4,0.821,4,1,78.286,271.608,18,-0.848,1768,fda
378.56,34.53,60.658,37.216,69.105,61,63,3,3,0,0,5,0,6,0.519,1,0.333,44.066,52.452,27,0.194,2520,fda
378.92,32.579,49.582,34.904,55.345,50,52,19,1,18,1,3,0,3,0.667,3,1,0,298.896,21,-0.455,1300,fda
378.94,31.863,52.996,34.131,59.966,53,54,12,1,11,1,6,0,6,0.692,2,0.5,0,293.219,24,0.936,2540,fda
379.4,28.05,44.229,31.387,50.325,45,46,12,0,12,2,4,0,3,0.818,3,1,0,190.909,18,-0.354,2266,fda
379.47,32.145,50.309,33.478,56.405,50,53,15,3,12,0,6,0,5,0.75,3,0.75,67.757,280.545,25,-0.358,1168,fda
379.54,34.541,56.454,37.029,63.939,57,60,13,1,12,0,4,0,5,0.75,3,0.75,64.284,273.802,24,-0.848,1687,fda
379.98,32.697,55.654,35.444,63.67,56,56,12,1,11,1,6,0,3,0.385,1,0.5,0,137.354,23,-0.332,1119,fda
380.68,20.887,30.273,21.75,31.665,28,29,10,4,6,5,12,0,3,0.5,1,0.5,0,95.227,17,2.272,264,fda
380.68,20.887,30.273,21.75,31.665,28,28,11,5,6,5,12,0,1,0.3,1,1,0,72.248,17,4.108,760,fda
380.85,30.229,44.578,31.324,48.89,44,46,17,5,12,1,6,0,7,0.741,2,0.5,0,207.71,26,0.908,2493,fda
380.89,31.767,48.025,33.597,53.139,48,50,19,1,18,1,4,0,3,0.667,3,1,0,297.629,15,-0.843,1456,fda
381.39,29.1,46.778,29.046,51.879,45,47,16,0,16,0,9,0,3,0.593,3,1,177.434,97.974,22,-0.659,2418,fda
381.41,27.518,41.76,27.716,45.759,40,42,19,2,17,1,9,0,3,0.654,3,1,76.74,168.629,19,0.365,87,fda
381.45,28.755,46.414,29.483,50.993,45,46,10,4,6,1,10,0,4,0.538,2,0.667,0,161.592,23,4.461,2940,fda
381.471,31.255,45.578,43.909,51.029,46,48,17,1,16,2,8,0,4,0.577,2,0.667,57.208,166.361,26,-0.684,1484,fda
381.52,33.212,58.32,35.154,65.983,58,58,8,2,6,0,7,0,2,0.444,2,1,0,131.774,18,1.698,1180,fda
381.7,27.455,39.571,29.131,43.36,39,41,17,0,17,3,6,0,3,0.708,3,1,75.438,175.671,22,-0.74,1882,fda
381.94,32.083,54.105,34.341,61.093,54,54,12,0,12,1,6,0,2,0.462,2,1,0,200.021,24,0.251,1668,fda
382.6,35.583,64.425,38.739,73.936,65,65,3,3,0,0,5,0,1,0.185,1,1,95.639,0,27,0.194,1365,fda
382.92,32.095,49.902,34.154,55.927,50,53,14,2,12,1,5,0,7,0.778,2,0.5,0,172.292,25,-0.806,128,fda
383.41,27.565,42.902,27.688,46.838,41,43,17,1,16,1,10,0,4,0.577,2,0.667,57.314,163.737,25,-0.18,513,fda
383.45,26.162,39.833,26.642,43.039,38,40,10,5,5,2,12,0,4,0.52,2,0.667,74.67,76.222,25,1.973,1555,fda
383.45,31.181,49.887,31.938,55.651,49,52,17,1,16,0,9,0,5,0.75,3,0.75,84.542,238.997,26,0.318,2036,fda
383.51,32.321,53.32,33.802,60.644,53,55,13,2,10,0,9,0,4,0.5,2,0.667,172.434,85.905,27,0.318,2072,fda
383.52,30.62,51.738,32.313,58.029,51,53,4,4,0,1,9,0,4,0.462,2,0.667,137.241,0,25,1.05,139,fda
383.56,32.476,51.756,34.949,58.401,52,55,13,1,12,1,6,0,7,0.778,2,0.5,0,184.749,25,-0.346,2013,fda
383.57,26.941,45.124,29.085,50.039,44,45,9,4,5,3,11,0,3,0.391,1,0.5,49.874,61.505,21,1.247,885,fda
384.28,28.804,44.894,30.154,49.376,44,45,10,4,6,2,7,0,2,0.48,2,1,0,160.945,24,-0.277,389,fda
384.3,27.701,45.36,29.551,50.745,45,47,7,1,6,1,6,0,7,0.652,2,0.5,48.842,194.277,17,-0.284,693,fda
384.3,27.701,45.36,29.551,50.745,45,45,12,0,12,1,6,0,2,0.522,2,1,0,167.606,17,2.675,2031,fda
384.47,32.094,55.989,33.296,62.488,55,58,2,2,0,0,8,0,13,0.593,1,0.25,0,138.678,27,-0.272,557,fda
384.48,31.895,55.982,33.091,62.86,55,54,9,3,6,0,9,0,2,0.407,2,1,84.818,99.991,23,4.353,259,fda
384.48,32.213,52.552,33.455,58.983,52,54,14,3,11,0,8,0,4,0.536,2,0.667,62.118,174.699,28,-0.707,779,fda
384.52,33.75,56,35.728,63.232,56,59,9,3,6,0,6,0,6,0.607,1,0.25,107.481,132.604,28,-0.358,2340,fda
384.56,35.288,59.447,38,67.481,60,63,5,5,0,0,4,0,10,0.607,1,0.25,41.602,140.522,28,-0.848,106,fda
384.56,35.288,59.447,38,67.481,60,63,4,3,0,0,4,0,10,0.607,1,0.25,45.257,145.319,28,-0.848,875,fda
384.56,35.288,59.447,38,67.481,60,63,8,2,6,0,4,0,10,0.607,1,0.25,47.088,148.464,28,-0.848,2067,fda
384.71,39.304,69.767,44.205,81.344,72,74,3,3,0,0,1,0,4,0.536,2,0.667,62.456,168.999,27,-0.535,1142,fda
384.95,32.105,55.207,34.347,62.591,55,55,8,2,6,1,7,0,2,0.462,2,1,0,189.483,23,-0.294,385,fda
385.41,30.567,48.338,30.835,53.073,47,48,13,6,6,0,9,0,2,0.429,2,1,0,186.386,26,-0.252,770,fda
385.52,31.863,50.207,33.847,55.823,50,51,15,3,12,1,6,0,2,0.444,2,1,0,225.831,23,-0.346,689,fda
385.86,27.34,42.527,28.125,46.312,41,42,10,4,6,2,10,0,4,0.56,2,0.667,0,153.26,22,3.609,191,fda
385.86,29.402,48.287,30.245,53.768,47,48,9,3,6,1,9,0,5,0.731,3,0.75,0,182.617,21,1.811,1738,fda
386.29,26.312,41.338,26.216,45.306,39,41,17,1,16,1,13,0,3,0.615,3,1,166.531,95.326,19,0.517,2185,fda
386.31,29.132,46.771,30.71,52.163,46,48,8,2,6,2,8,0,6,0.72,2,0.5,0,302.366,22,-0.238,2977,fda
386.32,28.227,47.243,30.313,53.16,47,48,7,1,6,1,6,0,4,0.609,2,0.667,54.642,141.713,20,0.321,2364,fda
386.38,30.46,47.571,30.489,51.412,46,49,14,2,12,0,8,0,7,0.679,2,0.5,59.363,193.649,24,-0.707,2389,fda
386.42,30.905,54.123,34.449,62.402,55,54,7,1,6,1,4,0,1,0.261,1,1,0,88.224,18,-0.815,1664,fda
386.49,32.938,54.443,34.421,61.026,54,56,13,1,12,0,7,0,4,0.571,2,0.667,0,258.837,25,1.662,2630,fda
386.51,31.675,45.996,33.455,51.029,46,49,24,2,22,1,6,0,5,0.75,3,0.75,63.273,256.996,27,0.212,0,fda
386.58,35.815,61.33,38.762,69.896,62,65,4,4,0,0,4,0,10,0.607,1,0.25,41.602,140.522,28,-0.848,730,fda
387.26,26.383,43.022,27.489,47.622,42,42,9,3,6,1,8,0,1,0.261,1,1,0,90.527,19,1.118,2494,fda
387.431,30.157,44.349,42.057,49.032,44,45,9,3,6,2,10,0,4,0.5,2,0.667,63.579,88.922,21,1.849,728,fda
387.52,33.971,57.109,35.938,64.358,57,58,13,1,12,0,6,0,2,0.429,2,1,0,219.184,20,-0.778,499,fda
387.54,33.573,57.094,35.529,65.102,57,59,9,3,6,0,8,0,3,0.643,3,1,0,313.878,25,-0.288,2608,fda
387.73,26.115,36.764,28.017,39.864,36,38,16,0,16,4,7,0,3,0.696,3,1,143.608,81.955,23,-0.686,406,fda
387.85,29.071,47.472,29.728,52.898,46,47,9,3,6,1,9,0,4,0.615,2,0.667,0,192.499,25,0.365,2687,fda
387.89,31.503,49.454,33.057,54.847,49,51,17,0,17,1,6,0,10,0.667,1,0.25,0,174.783,26,-0.769,638,fda
387.95,32.325,56.316,34.557,63.717,56,55,8,2,6,1,7,0,1,0.231,1,1,0,97.183,21,0.289,2640,fda
388.35,26.997,45.967,25.727,50.322,43,44,6,6,0,0,16,0,2,0.37,2,1,184.554,0,14,5.553,1742,fda
388.41,30.47,52.876,30.682,58.076,51,53,3,3,0,0,10,0,4,0.556,2,0.667,56.099,156.577,27,2.621,642,fda
388.46,32.126,52.887,33.114,58.82,52,53,12,6,6,0,8,0,2,0.429,2,1,0,184.329,26,-0.288,318,fda
388.461,31.508,43.585,43.938,48.487,44,47,22,1,21,2,8,0,5,0.741,3,0.75,131.972,163.708,25,-0.696,1889,fda
388.51,33.465,56.327,35.182,63.441,56,56,14,2,12,0,7,0,2,0.429,2,1,0,142.9,20,0.247,1266,fda
388.518,30.988,42.207,52.301,46.463,42,43,9,3,6,2,9,0,4,0.52,2,0.667,60.614,87.646,20,-0.198,2714,fda
388.92,29.002,45.861,30.705,51.447,45,46,12,0,12,2,7,0,6,0.56,1,0.333,0,145.181,21,-0.711,1925,fda
388.93,32.336,52.112,34.37,58.551,52,54,13,1,12,1,6,0,3,0.667,3,1,0,302.537,23,-0.346,2084,fda
388.93,32.336,52.112,34.37,58.551,52,54,13,1,12,1,6,0,3,0.667,3,1,0,298.905,21,-0.346,2591,fda
389.44,32.138,48.683,32.926,53.654,48,53,18,2,16,0,7,0,13,0.897,2,0.333,82.097,188.969,28,-0.336,198,fda
389.47,32.102,52.847,33.148,59.239,52,55,9,3,6,0,8,0,5,0.679,3,0.75,0,218.294,27,0.282,484,fda
389.51,32.761,55.538,34.222,62.896,55,57,12,1,11,0,9,0,4,0.536,2,0.667,91.845,161.531,28,0.988,2029,fda
389.56,32.916,53.974,35.37,60.653,54,55,15,3,12,1,6,0,3,0.667,3,1,0,209.595,14,-0.769,1116,fda
389.92,26.813,41.276,28.318,45.023,40,43,11,5,6,3,10,0,6,0.708,2,0.5,104.029,175.724,22,1.942,2203,fda
390.01,34.707,58.218,37.955,66.504,59,59,13,1,12,1,4,0,2,0.444,2,1,0,200.175,16,-0.843,1351,fda
390.37,30.174,47.898,29.943,51.621,46,49,13,1,12,0,9,0,6,0.643,2,0.5,105.637,125.335,28,-0.252,2176,fda
390.41,29.379,47.869,29.125,53.109,46,49,16,1,15,0,13,0,5,0.679,3,0.75,206.02,70.679,28,3.533,1813,fda
390.42,31.513,51.338,32.011,56.242,50,52,13,1,12,0,8,0,3,0.643,3,1,0,296.52,26,3.356,634,fda
390.43,30.996,54.76,31.443,60.492,53,55,2,2,0,0,10,0,4,0.556,2,0.667,55.749,156.958,27,2.621,1023,fda
390.45,31.218,50.109,31.904,56.374,49,52,13,1,12,0,8,0,5,0.75,3,0.75,66.624,268.195,24,-0.288,968,fda
390.45,32.113,48.643,32.961,54.073,48,50,21,3,18,0,7,0,3,0.621,3,1,0,345.572,27,1.629,2293,fda
390.52,33.296,59.683,35.091,67.785,59,59,3,3,0,0,7,0,1,0.185,1,1,95.231,0,26,0.267,268,fda
390.57,35.53,61.658,38.216,70.105,62,64,4,4,0,0,5,0,4,0.571,2,0.667,0,230.667,28,-0.394,1254,fda
390.57,35.53,61.658,38.216,70.105,62,66,2,2,0,0,5,0,11,0.786,2,0.4,90.536,138.398,28,0.847,1360,fda
390.62,36.868,65.098,40.285,74.726,66,66,8,2,6,0,4,0,1,0.214,1,1,0,115.53,13,-0.848,2466,fda
390.9,31.524,50.556,33.063,56.345,50,50,15,3,12,1,7,0,2,0.444,2,1,0,133.279,19,0.267,355,fda
390.95,32.863,53.996,35.131,60.966,54,57,11,1,10,1,6,0,15,0.778,1,0.2,29.449,149.947,26,0.231,619,fda
391.31,30.594,46.349,32.455,51.083,46,48,14,2,12,2,5,0,3,0.577,3,1,0,190.535,22,-0.798,2182,fda
391.46,32.665,50.567,33.688,56.069,50,53,18,0,17,0,7,0,7,0.897,2,0.5,0,164.611,29,-0.336,800,fda
391.48,31.631,57.411,32.551,64.568,56,55,4,4,0,0,11,0,1,0.222,1,1,0,48.594,19,1.844,1413,fda
391.52,33.805,54,35.551,61.062,54,56,22,1,21,0,7,0,5,0.69,3,0.75,96.184,75.478,25,0.228,222,fda
391.6,36.88,60.894,40.097,69.56,62,66,9,3,6,0,3,0,11,0.793,2,0.4,44.774,217.688,29,-0.888,548,fda
391.6,36.88,60.894,40.097,69.56,62,63,12,6,6,0,3,0,2,0.414,2,1,0,242.527,26,0.091,1753,fda
391.93,32.557,53.222,34.58,59.677,53,55,12,0,12,1,6,0,10,0.667,1,0.25,0,174.783,26,-0.769,1031,fda
392.41,32.568,52.44,35.631,59.78,53,54,16,0,16,2,5,0,7,0.731,2,0.5,39.049,162.631,24,-0.798,76,fda
392.441,31.421,43.92,43.597,48.325,44,46,20,3,17,2,8,0,3,0.63,3,1,83.374,178.334,22,-0.696,1848,fda
392.45,31.265,51.251,31.875,57.453,50,53,9,3,6,0,9,0,5,0.679,3,0.75,0,217.169,24,1.733,388,fda
392.51,33.859,57.403,35.631,64.615,57,60,4,4,0,0,6,0,10,0.607,1,0.25,40.545,138.214,28,0.882,110,fda
392.51,33.859,57.403,35.631,64.615,57,60,4,4,0,0,6,0,10,0.607,1,0.25,40.545,138.214,28,0.882,192,fda
392.54,35.036,56.672,37.273,64.022,57,59,15,3,12,0,5,0,4,0.552,2,0.667,0,261.537,25,0.823,32,fda
392.54,35.036,56.672,37.273,64.022,57,60,17,0,17,0,5,0,5,0.759,3,0.75,0,368.088,26,-0.405,526,fda
392.54,35.036,56.672,37.273,64.022,57,60,14,2,12,0,5,0,6,0.655,2,0.5,62.775,231.709,23,1.561,1957,fda
392.64,37.395,66.981,41.046,77.142,68,71,1,1,0,0,4,0,10,0.607,1,0.25,42.454,145.2,28,0.811,248,fda
392.64,37.395,66.981,41.046,77.142,68,71,1,1,0,0,4,0,10,0.607,1,0.25,42.454,145.2,28,0.811,370,fda
392.64,37.395,66.981,41.046,77.142,68,71,1,1,0,0,4,0,10,0.607,1,0.25,42.897,145.1,27,0.811,583,fda
392.64,37.395,66.981,41.046,77.142,68,71,1,1,0,0,4,0,10,0.607,1,0.25,42.109,145.993,28,0.811,1501,fda
392.9,29.798,52.407,30.779,59.133,51,51,4,4,0,1,12,0,3,0.346,1,0.5,61.733,74.275,24,3.62,1131,fda
392.94,30.47,47.422,32.495,52.641,47,48,14,2,12,2,7,0,3,0.654,3,1,82.209,186.618,23,-0.294,472,fda
393.38,30.514,45.571,30.313,49.242,44,48,17,6,11,0,9,0,15,0.724,1,0.2,30.337,179.601,27,-0.268,2419,fda
393.43,31.853,49.011,32.381,53.863,48,51,22,1,21,0,8,0,6,0.655,2,0.5,63.703,213.394,29,-0.302,1969,fda
393.45,33.083,58.527,36.58,67.362,59,57,7,1,6,2,6,0,1,0.24,1,1,0,93.164,18,-0.317,1357,fda
393.48,33.191,52.451,34.449,58.484,52,54,18,0,17,0,7,0,4,0.552,2,0.667,0,246.825,28,-0.336,2247,fda
393.63,36.89,66.199,40.29,76.225,67,68,3,3,0,0,5,0,3,0.643,3,1,0,200.641,15,0.847,2478,fda
393.91,31.847,50.45,33.574,56.859,50,51,17,0,17,1,5,0,4,0.593,2,0.667,0,237.512,22,-0.382,86,fda
393.93,29.964,46.64,31.739,51.724,46,47,14,2,12,2,8,0,3,0.654,3,1,82.32,189.109,23,-0.256,491,fda
394,34.422,58.545,37.409,66.714,59,59,8,1,6,1,5,0,2,0.444,2,1,0,203.261,20,-0.382,856,fda
394.34,29.831,44.487,32.222,50.073,45,47,22,0,22,1,4,0,7,0.8,2,0.5,0,184.651,22,1.657,950,fda
394.45,33.084,51.683,34.102,56.824,51,55,14,2,12,0,6,0,15,0.724,1,0.2,44.448,172.17,27,-0.785,605,fda
394.48,33.047,55.847,34.324,62.409,55,58,4,4,0,0,7,0,10,0.607,1,0.25,40.545,138.214,28,1.662,415,fda
394.76,28.771,46.651,30.875,52.313,46,46,11,1,10,3,8,0,3,0.375,1,0.5,54.133,64.046,20,-0.219,59,fda
394.94,32.578,54.323,34.586,61.176,54,54,13,1,12,1,7,0,2,0.444,2,1,0,202.727,23,-0.309,1448,fda
395.46,27.162,40.833,27.642,44.039,39,41,11,6,5,2,12,0,4,0.5,2,0.667,78.237,78.412,26,2.748,220,fda
395.47,32.86,51.636,33.932,57.615,51,54,15,3,12,0,7,0,5,0.759,3,0.75,0,369.123,24,-0.336,2927,fda
395.93,29.116,49.247,30.654,55.103,48,47,13,2,11,2,10,0,4,0.68,2,0.667,0,98.279,21,2.726,2263,fda
396.421,31.335,44.254,43.256,48.162,44,46,15,4,11,2,8,0,10,0.63,1,0.25,36.697,125.272,23,-0.696,999,fda
396.56,32.97,51.974,35.193,58.484,52,54,18,1,17,1,7,0,3,0.607,3,1,98.476,225.321,24,2.467,1100,fda
396.608,36.731,54.785,59.517,62.243,56,58,4,4,0,1,5,0,10,0.63,1,0.25,38.461,129.873,25,-0.382,2760,fda
396.62,37.627,63.887,41.069,73.102,65,69,7,1,6,0,3,0,11,0.759,2,0.4,119.314,160.462,27,-0.473,1127,fda
396.72,40.304,70.767,45.205,82.344,73,75,4,4,0,0,1,0,4,0.517,2,0.667,65.598,176.64,28,-0.541,1117,fda
396.95,14.95,18.218,18.063,19.394,18,19,11,0,11,2,4,0,3,0.769,1,0.5,0,50.688,13,-0.127,1414,fda
396.96,33.105,56.207,35.347,63.591,56,56,12,1,11,1,7,0,6,0.667,2,0.5,0,293.219,24,2.511,688,fda
397.4,30.942,58.836,33.398,67.199,58,53,2,2,0,2,10,0,0,0,0,0,0,0,8,1.942,2737,fda
397.52,34.563,52.789,36.336,59.438,53,56,20,1,18,0,6,0,4,0.767,4,1,93.367,317.123,24,0.177,2470,fda
397.66,25.996,44.309,26.585,48.074,42,43,0,0,0,3,11,0,2,0.478,2,1,67.245,80.959,23,2.889,1248,fda
398.33,29.227,48.243,31.313,54.16,48,50,7,1,6,1,6,0,7,0.625,2,0.5,51.175,203.597,16,-0.301,437,fda
398.38,30.566,51.683,33.381,58.781,52,53,7,1,6,1,5,0,3,0.667,3,1,141.911,82.781,18,-0.342,1479,fda
398.43,29.481,43.538,29.75,47.036,42,44,22,4,18,1,10,0,3,0.643,3,1,0,321.367,25,1.023,213,fda
398.48,29.925,48.443,30.762,53.958,47,50,13,2,11,1,10,0,5,0.741,3,0.75,128.55,179.215,26,0.377,2292,fda
398.5,30.982,51.149,32.245,56.87,50,50,15,3,12,1,9,0,2,0.444,2,1,0,165.322,24,1.771,183,fda
398.5,30.104,50.393,31.046,56.278,49,51,11,1,10,1,12,0,4,0.519,2,0.667,138.152,75.983,26,3.557,1710,fda
398.53,34.22,56.178,36.006,63.734,56,58,14,3,11,0,7,0,4,0.483,2,0.667,154.273,84.801,27,0.891,2243,fda
398.61,31.399,52.262,34.057,59.029,52,53,8,2,6,2,9,0,2,0.423,2,1,92.342,104.956,26,1.05,2204,fda
398.89,31.073,47.774,32.131,53.259,47,49,18,1,16,1,9,0,3,0.571,3,1,182.534,104.057,28,0.988,2230,fda
398.95,33.091,51.963,35.194,58.844,52,54,18,0,18,1,6,0,5,0.786,3,0.75,0,303.896,25,-0.358,1676,fda
399.48,33.632,54.669,34.869,60.737,54,56,11,5,6,0,7,0,6,0.552,1,0.333,0,56.062,29,-0.336,567,fda
400.48,32.61,57.309,33.546,64.069,56,55,9,3,6,0,10,0,1,0.214,1,1,0,66.397,20,1.768,501,fda
400.51,34.664,57.334,36.387,64.069,57,60,6,6,0,0,6,0,10,0.586,1,0.25,44.143,151.397,29,-0.371,2578,fda
400.66,38.68,67.654,42.591,77.932,69,72,3,3,0,0,3,0,10,0.586,1,0.25,46.562,160.43,29,-0.888,969,fda
400.71,40.019,71.094,44.66,82.553,73,75,3,3,0,0,2,0,4,0.517,2,0.667,65.204,176.282,28,0.057,182,fda
400.71,40.019,71.094,44.66,82.553,73,72,6,6,0,0,2,0,0,0,0,0,0,0,27,-0.922,1868,fda
401.45,22.937,30.12,23.466,30.922,28,29,13,1,12,5,9,0,2,0.545,2,1,0,151.356,22,1.203,1652,fda
401.48,33.102,53.847,34.148,60.239,53,57,9,3,6,0,8,0,7,0.759,3,0.6,52.535,209.616,28,0.262,1902,fda
401.51,33.96,56.545,35.426,63.524,56,56,15,3,12,0,8,0,2,0.414,2,1,0,154.647,22,0.262,1352,fda
401.65,38.175,66.872,41.836,77.015,68,69,8,2,6,0,4,0,3,0.345,1,0.5,0,189.911,29,-0.853,2955,fda
401.87,31.691,48.898,32.75,53.641,48,50,15,3,12,1,7,0,11,0.643,1,0.25,22.79,59.79,24,0.247,95,fda
401.9,29.593,47.302,30.852,51.771,46,47,14,2,12,2,9,0,4,0.654,2,0.667,0,96.79,23,2.634,1447,fda
402.53,35.191,59.218,37.148,66.484,59,62,5,5,0,0,6,0,10,0.586,1,0.25,44.143,151.397,29,-0.371,725,fda
402.53,35.191,59.218,37.148,66.484,59,62,5,5,0,0,6,0,10,0.586,1,0.25,44.143,151.397,29,0.194,732,fda
402.531,34.254,53.345,47.608,60.029,54,55,9,3,6,2,7,0,6,0.519,1,0.333,0,152.431,23,-0.309,1582,fda
402.58,36.53,62.658,39.216,71.105,63,66,4,4,0,0,5,0,10,0.586,1,0.25,43.475,151.387,29,-0.405,1411,fda
402.58,36.53,62.658,39.216,71.105,63,66,4,4,0,0,5,0,10,0.586,1,0.25,43.935,151.168,29,-0.405,2438,fda
403.23,27.823,41.927,28.057,45.514,40,42,13,1,12,2,9,0,3,0.577,3,1,0,191.226,21,-0.218,530,fda
403.47,28.646,41.513,29.392,44.458,40,42,21,4,17,2,10,0,3,0.63,3,1,89.691,200.181,24,1.055,1983,fda
403.51,31.05,53.393,32.222,59.448,52,51,9,3,6,1,11,0,4,0.481,2,0.667,59.766,85.055,21,7.354,1199,fda
